ลำดับป้ายรถเมล์,ชื่อภาษาไทย,ชื่อภาษาอังกฤษ,รายละเอียด,ละติจูด,ลองติจูด,ชื่ออ้างอิง,ชื่ออ้างอิงภาษาอังกฤษ
4814,หมู่บ้านสหกรณ์,muban sahakon,ถนน เสรีไทย,13.7861143423675,100.675744278254,หมู่บ้านสหกรณ์,"muban sahakon,"
4815,ซอยอ่อนนุช 88,Onnut 88,ถนน อ่อนนุช ,13.7210448132465,100.693381383767,ซอยอ่อนนุช 88,Soi Onnut 88
4816,โรงงานขยะอ่อนนุช,Onnut Garbage Disposal Plant,ถนน อ่อนนุช ,13.7208293569233,100.689481430716,"ซอยอ่อนนุช 86,โรงงานขยะอ่อนนุช","Soi Onnut 86,Onnut Garbage Disposal Plant"
4817,ซอยอ่อนนุช 84,Onnut 84,ถนน อ่อนนุช ,13.7205224204274,100.684387134437,ซอยอ่อนนุช 84,Soi Onnut 84
4818,ซอยอ่อนนุช 82/1,Onnut 82/1,ถนน อ่อนนุช ,13.7203434684746,100.68090671946,ซอยอ่อนนุช 82/1 (ซอยอำพันยุทธ์),Soi Onnut 82/1 (Soi Ampanyuth)
4819,ตรงข้ามหมู่บ้านชมเดือน 3,[Opp.] Chomduean 3 Village,ถนน อ่อนนุช ,13.7199032206493,100.67725916696,"ตรงข้ามหมู่บ้านชมเดือน 3,","[Opp.] Chomduean 3 Village,"
4821,"เทสโก้โลตัส,ซอยอ่อนนุช 80",Tesco Lotus Onnut 80,ถนน อ่อนนุช ,13.7190080155639,100.671175387317,"เทสโก้โลตัสอ่อนนุช 80,ซอยอ่อนนุช 80,ซอยอ่อนนุช 82","Tesco Lotus Onnut 80,Soi Onnut 80,Soi Onnut 82"
4822,ซอยอ่อนนุช 76,Onnut 76,ถนน อ่อนนุช ,13.7183500001226,100.666872515914,"ซอยอ่อนนุช 76,ซอยอ่อนนุช 76/1","Soi Onnut 76,Soi Onnut 76/1"
4823,แยกอ่อนนุช-พัฒนาการ,Onnut-Pattanakarn Intersection,ถนน อ่อนนุช ,13.717899938525,100.664006178555,"แยกอ่อนนุช-พัฒนาการ,ซอยอ่อนนุช 74/3-1","Onnut-Pattanakarn Intersection,Soi Onnut 74/3-1"
4824,แยกสวนหลวง(ตลาดเอี่ยมสมบัติ),Suanluang Intersection (Eiem Sombat Market),ถนน ศรีนครินทร์ ,13.7133793674932,100.643375115714,"แยกสวนหลวง (ตลาดเอี่ยมสมบัติ),แยกอ่อนนุช",Suanluang Intersection (Eiem Sombat Market)
4825,ศรีนครินทร์ซอย24(ซอยอนามัย),Health alley,ถนน ศรีนครินทร์,13.7214658379958,100.64191729681,"ซอยอนามัย,ศรีนครินทร์ ซอย 24 (ซอยอนามัย)","Health alley,"
4826,หมู่บ้านนราสิริ,muban nara siri,ถนน ศรีนครินทร์,13.7285030359709,100.6414255564,หมู่บ้านนราสิริ,"muban nara siri,"
4827,ตรงข้ามอาคารโมเดิร์นฟอร์ม,akhan chit won nan,ถนน ศรีนครินทร์,13.7302228775096,100.641237933006,ตรงข้ามอาคารโมเดิร์นฟอร์ม,"akhan chit won nan,"
4828,แยกพัฒนาการ(ถนนศรีนครินทร์ขาเข้า),yaek phatthanakan,ถนน ศรีนครินทร์,13.7351330242206,100.640910622319,"แยกพัฒนาการ(ถนนศรีนครินทร์ ขาเข้า),แยกพัฒนาการ,","yaek phatthanakan,"
4829,ศูนย์อนามัย 37,sun anamai 37,ถนน ศรีนครินทร์,13.7359917979602,100.63705012515,ศูนย์อนามัย 37,"sun anamai 37,"
4830,หมู่บ้านเคหะนคร3ตรงข้ามโลตัส,"akhan pricha krup , muban kheha nakhon 3",ถนนพัฒนาการ,13.7362324016472,100.634680133091,"หมู่บ้านเคหะนคร 3ตรงข้ามโลตัส,อาคารปรีชากรุ๊ป , หมู่บ้านเคหะนคร 3,","akhan pricha krup , muban kheha nakhon 3,"
4831,ตรงข้ามหมู่บ้านปรีชา 3,muban pricha 3,ถนนพัฒนาการ,13.7366222698244,100.631746915095,"ตรงข้ามหมู่บ้านปรีชา 3,พัฒนาการ48","muban pricha 3,"
4833,ตรงข้ามมหาวิทยาลัยเกษมบัณฑิตพัฒนาการ,mahawitthayalai kasem bandit,ถนนพัฒนาการ,13.7370543369644,100.627195253276,ตรงข้ามมหาวิทยาลัยเกษมบัณฑิตพัฒนาการ,"mahawitthayalai kasem bandit,"
4834,ซอยนาคนาวา(พัฒนาการ 32-34),soi nak nawa ( phatthanakan 32-34),ถนนพัฒนาการ,13.7366976365921,100.621927838656,ซอยนาคนาวา (พัฒนาการ 32-34),"soi nak nawa ( phatthanakan 32-34),"
4835,โรงเรียนอนุบาลสายทิพย์,rongrian anuban sai thip,ถนนพัฒนาการ,13.7366302064164,100.620843909943,โรงเรียนอนุบาลสายทิพย์,"rongrian anuban sai thip,"
4836,หมู่บ้านแหลมทอง,muban laem thong,ถนนพัฒนาการ,13.7364742571948,100.618971067459,หมู่บ้านแหลมทอง,"muban laem thong,"
4837,ตรงข้ามท่ารถสาย 92 พัฒนาการ,tha rot sai 92 phatthanakan,ถนนพัฒนาการ,13.7362628405628,100.615329819973,ตรงข้ามท่ารถสาย 92 พัฒนาการ,"tha rot sai 92 phatthanakan,"
4838,ศูนย์อีซูซุพัฒนาการ,sun i su su phatthanakan,ถนนพัฒนาการ,13.7361476820932,100.613290946043,ศูนย์อีซูซุพัฒนาการ,"sun i su su phatthanakan,"
4839,ซอยพัฒนาการ 20,thanakhan kasikonthai phatthanakan,ถนนพัฒนาการ,13.737082383202,100.610082819511,"พัฒนาการ 20,ธนาคารกสิกรไทยพัฒนาการ20","thanakhan kasikonthai phatthanakan,"
4840,อิสานตะวันแดง(ซอย 12),i san tawan daeng ,ถนน พัฒนาการ,13.7387649049908,100.605719992754,"อิสานตะวันแดง(ซอย 12),อิสานตะวันแดง,","i san tawan daeng ,"
4841,ตลาดคลองตัน(เพชรบุรี42),Tan market,ถนน เพชรบุรี,13.7412944410681,100.599525734685,"ตลาดคลองตัน(เพชรบุรี 42),ตลาดคลองตัน,","Tan market,"
4842,"โรงพยาบาลคลองตัน,ตรงข้ามโรงพยาบาลเพชรเวช",rongphayaban phet wet,ถนน เพชรบุรี,13.7424543542385,100.594403396791,"โรงพยาบาลคลองตัน, ตรงข้ามโรงพยาบาลเพชรเวช,โรงพยาบาลเพชรเวช,","rongphayaban phet wet,"
4843,"แยกเอกมัย,เมรี",yaek ekkamai,ถนน เพชรบุรี,13.7428358238643,100.592444026371,"แยกเอกมัย,เมรี","yaek ekkamai,"
4844,แยกทองหล่อเหนือ(ขาเข้า),yaek thong lo nuea,ถนน เพชรบุรี,13.743388,100.59019,"แยกทองหล่อเหนือ(ขาเข้า),แยกทองหล่อเหนือ,","yaek thong lo nuea,"
4846,อู่มีนบุรี,Minburi bus depot,ถนน สีหบุรานุกิจ,13.8142822622574,100.728739838015,อู่มีนบุรี,Minburi bus depot
4847,ตลาดมีนบุรี(ตลาดสด),Minburi Market (Fresh Market),ถนน สีหบุรานุกิจ,13.8130255270378,100.728207419525,"ตลาดมีนบุรี (ตลาดสด),ตลาดมีนบุรี","Minburi Market (Fresh Market),Minburi Market"
4848,ท่าปล่อยรถพระจอมเกล้าลาดกระบัง,KMITL bus terminal,ถนน ฉลองกรุง,13.7309772736648,100.784375261917,ท่าปล่อยรถ พระจอมเกล้าลาดกระบัง,KMITL bus terminal
4849,แยกท่าอิฐ,yaek tha it,ถนน รัตนาธิเบศร์,13.8740233997688,100.459396432053,แยกท่าอิฐ,"yaek tha it,"
4850,หน้าเขตการเดินรถที่ 7,na khet kan doenrot thi 7,ถนน ท่าอิฐ-ไทรม้า,13.8782730176186,100.459053109299,หน้าเขตการเดินรถที่ 7,"na khet kan doenrot thi 7,"
4851,หมู่บ้านนันทนา,muban nantha na,ถนน ท่าอิฐ-ไทรม้า,13.8792364618176,100.459085295807,หมู่บ้านนันทนา,"muban nantha na,"
4852,หมู่บ้านเอื้ออาทรท่าอิฐ 8,muban uea athon,ถนน ท่าอิฐ-ไทรม้า,13.8813768559558,100.458323548447,หมู่บ้านเอื้ออาทรท่าอิฐ 8,"muban uea athon,"
4853,หมู่บ้านลภาวันโครงการ 5,mu ba non pha wan,ถนน ท่าอิฐ-ไทรม้า,13.8839390536103,100.458548854004,"หมู่บ้านลภาวันโครงการ 5,หมู่บ้านลภาวัน,","mu ba non pha wan,"
4854,หมู่บ้านเพชรดาข้างประดิษไดนาโมแอร์,muban phetchada,ถนน ท่าอิฐ-ไทรม้า,13.8856419619947,100.459503720413,"หมู่บ้านเพชรดา ข้างประดิษไดนาโมแอร์,หมู่บ้านเพชรดา,","muban phetchada,"
4855,ตลาดท่าอิฐ,talat tha it,ถนน ท่าอิฐ-ไทรม้า,13.8873136121841,100.460603426109,ตลาดท่าอิฐ,"talat tha it,"
4856,หมู่บ้านเพชรดา,muban phetchada,ถนน ท่าอิฐ-ไทรม้า,13.8857200767581,100.45972902597,หมู่บ้านเพชรดา,"muban phetchada,"
4857,หมู่บ้านลภาวัน,mu ba non pha wan,ถนน ท่าอิฐ-ไทรม้า,13.8840640381373,100.458806346069,หมู่บ้านลภาวัน,"mu ba non pha wan,"
4858,หมู่บ้านมณียา,muban mani ya,ถนน ท่าอิฐ-ไทรม้า,13.8812935319794,100.458634684692,หมู่บ้านมณียา,"muban mani ya,"
4859,หมู่บ้านนันทนาโจ๊กบางกอกท่าอิฐ,muban nantha na,ถนน ท่าอิฐ-ไทรม้า,13.8794916436647,100.459203313003,"หมู่บ้านนันทนา โจ๊กบางกอกท่าอิฐ,หมู่บ้านนันทนา,","muban nantha na,"
4860,ตรงข้ามหน้าเขตการเดินรถที่ 7,na khet kan doenrot thi 7,ถนน ท่าอิฐ-ไทรม้า,13.878283433253,100.45921404184,"ตรงข้ามหน้าเขตการเดินรถที่ 7,หน้าเขตการเดินรถที่ 7,","na khet kan doenrot thi 7,"
4861,อนุสาวรีย์ชัยสมรภูมิ(เกาะพหลโยธิน),Victory Monument (Phahon Yothin side),อนุสาวรีย์ชัยสมรภูมิ,13.7657305088901,100.53802991187,"อนุสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน),อนุเสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน)",Victory Monument (Phahon Yothin side)
4862,อนุสาวรีย์ชัยสมรภูมิ(เกาะดินแดง),Victory Monument (Din Daeng side),อนุสาวรีย์ชัยสมรภูมิ,13.7650965381472,100.539062063108,"อนุสาวรีย์ชัยสมรภูมิ (เกาะดินแดง),แฟชั่นมอลล์,อนุเสาวรีย์ชัยสมรภูมิ (เกาะดินแดง)","Victory Monument (Din Daeng side),Fashion mall"
4863,อนุสาวรีย์ชัยสมรภูมิ(เกาะพญาไท),Victory Monument (Phaya Thai side),อนุสาวรีย์ชัยสมรภูมิ,13.7642407367949,100.538441131721,"อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),ภัตตาคารพงหลี,เซ็นเตอร์วัน,วิคตอรี่มอลล์,อนุเสาวรีย์ชัยสมรภูมิ (เกาะพญาไท)","Victory Monument (Phaya Thai side),Ponglee Restaurant,Center One,Victory Mall"
4864,อนุสาวรีย์ชัยสมรภูมิ(เกาะราชวิถี),Victory Monument (Ratchawithi side),อนุสาวรีย์ชัยสมรภูมิ,13.764621093338,100.537448714386,"อนุสาวรีย์ชัยสมรภูมิ (เกาะราชวิถี),โรงพยาบาลราชวิถี,อนุเสาวรีย์ชัยสมรภูมิ (เกาะราชวิถี)","Victory Monument (Ratchawithi side),Rajavithi Hospital"
4865,สะพานพระราม 4,RAMA IV Bridge,ถนน ชัยพฤกษ์ ขาเข้า,13.9177917723142,100.49245734037,"สะพานพระราม 4,ท่าน้ำวัชรีวงศ์ / ท่าเรือวัชรีวงศ์","RAMA IV Bridge,Watcharee Wong Pier"
4867,อู่พุทธมณฑลสาย 2,Phutthamonthon Sai 2 bus depot,ถนน พุทธมณฑลสาย 2 ซอย 12,13.731131718236,100.399599264275,อู่พุทธมณฑลสาย 2,"Phutthamonthon Sai 2 bus depot,"
4868,พุทธมณฑลสาย 2 ซอย 12,Phutthamonthon sai 2 soi 12,ถนน บางไผ่ มุ่งหน้าพุทธมณฑลสาย 2,13.7304400663706,100.395890837335,"พุทธมณฑลสาย 2 ซอย 12,ถนนบางไผ่","Phutthamonthon sai 2 soi 12,Thanon Bangpai"
4869,พุทธมณฑลสาย 2 ซอย 12,Phutthamonthon sai 2 soi 12,ถนน บางไผ่ มุ่งหน้ากาญจนาภิเษก,13.7305532849208,100.395849536072,"พุทธมณฑลสาย 2 ซอย 12,ถนนบางไผ่","Phutthamonthon sai 2 soi 12,Thanon Bangpai"
4870,แยกไทรน้อย,yaek sai noi,ถนน บางกรวย-ไทรน้อย,13.9255691617116,100.412584742891,แยกไทรน้อย,"yaek sai noi,"
4871,หมู่บ้านแลนด์วิววิลล่า,muban laen wio win la,ถนน บางกรวย-ไทรน้อย,13.9285351120015,100.407643608419,หมู่บ้านแลนด์วิววิลล่า,"muban laen wio win la,"
4872,ท่ารถเมล์เคหะคลองจั่น(สาย191),tha rotme kheha khlong chan ( sai 191),ซอย เสรีไทย 7,13.7719467438646,100.652107785355,ท่ารถเมล์ เคหะคลองจั่น (สาย 191),"tha rotme kheha khlong chan ( sai 191),"
4873,ท่าปล่อยรถBTSกรุงธนบุรี,BTS Krungthonburi bus terminal,ถนน กรุุงธนบุรี,13.7212863915509,100.502523907759,"ท่าปล่อยรถ BTS กรุงธนบุรี,","BTS Krungthonburi bus terminal,"
4874,BTSกรุงธนบุรี(ทางออก3),BTS Krungthonburi (Exit 3),ถนน กรุงธนบุรี ขาเข้า,13.7212099377788,100.504046993225,"BTS กรุงธนบุรี (ทางออก 3),วิลล่าสาทร,ซอยกรุงธนบุรี 5","BTS Krungthonburi (Exit 3),Villa Sathorn,Soi Krungthonburi 5"
4875,แยกกรุงธนบุรี,Krungthonburi Junction,ถนน กรุุงธนบุรี,13.7217626904794,100.507866034661,"แยกกรุงธนบุรี,Krungthonburi Junction","Krungthonburi Junction,"
4876,แยกกรุงธนบุรีตรงข้ามบริษัทศรีไทยมาร์เก็ตติ้ง,Krungthonburi Junction,ถนน กรุุงธนบุรี,13.7216271649185,100.507531841258,"แยกกรุงธนบุรีตรงข้ามบริษัทศรีไทยมาร์เก็ตติ้ง,แยกกรุงธนบุรี,Krungthonburi Junction","Krungthonburi Junction,"
4877,สะพานเนาวจำเนียร(ขาเข้า),Naowa Chamnian Bridge (Inbound),ถนน เพชรเกษม ,13.7280774622507,100.482953273164,"สะพานเนาวจำเนียร,โรงเรียนฤทธิณรงค์รอน","Naowa Chamnian Bridge,Ritthinarongron School"
4878,สะพานเนาวจำเนียร(ขาออก),Naowa Chamnian Bridge (Outbound),ถนน เพชรเกษม ,13.7278775876466,100.483011334121,"สะพานเนาวจำเนียร,ซอยพงษ์จิตต์","Naowa Chamnian Bridge,Soi Pongjit"
4879,ตรงข้ามวัดสังข์กระจาย,OPP Wat Sangkajai,ถนน เพชรเกษม ,13.7282284015527,100.480778030175,ซอยเพชรเกษม 3,Soi Phetkasem 3
4880,อู่บางบัวทอง(บัวทองเคหะ),Bangbuathong (Buathong Kheha) bus depot,ซอย หมู่บ้านบัวทองเคหะ 3,13.936739008681,100.397531281124,"อู่บางบัวทอง (บัวทองเคหะ),","Bangbuathong (Buathong Kheha) bus depot,"
4881,แยกเคหะ(โรงเรียนปิยฉัตร),yaek kheha ( rongrian piya chat ),ถนน บางกรวย-ไทรน้อย,13.9345418545523,100.397727082382,"แยกเคหะ(โรงเรียนปิยฉัตร),","yaek kheha ( rongrian piya chat ),"
4882,อู่รังสิต,Rangsit bus depot,ถนน รังสิต-ปทุมธานี,13.9847684408751,100.603956178585,"อู่รังสิต,","Rangsit bus depot,"
4883,คอตโต้,Cotto,ถนน วิภาวดีรังสิต ,13.8948362526809,100.587973549518,คอตโต้,Cotto
4885,สโมรสตำรวจThaiPBS,samo rot tamruat Thai PBS,ถนน วิภาวดีรังสิต ,13.8675550820045,100.572639296661,"สโมรสตำรวจ Thai PBS,","samo rot tamruat Thai PBS,"
4886,ซอยวิภาวดี 58,wiphawadi 58,ถนน วิภาวดีรังสิต ,13.8652380219972,100.571382361417,"วิภาวดี ซอย 58,วิภาวดี 58,","wiphawadi 58,"
4887,"บริษัทโตโยต้า,ซอยวิภาวดี 46",borisat toyota wiphawadi 46,ถนน วิภาวดีรังสิต ,13.8424384102435,100.559087980068,บริษัท โตโยต้า วิภาวดี ซอย 46,"borisat toyota wiphawadi 46,"
4888,สำนักงานเขตจตุจักร, samnakngan khet chatuchak,ถนน วิภาวดีรังสิต ,13.8283338355238,100.558132967913,"ชินวัตร 3 ,สำนักงานเขตจตุจักร,"," samnakngan khet chatuchak,"
4890,สำนักงานเขตราชเทวี,Ratchathewi District Office,ถนน พญาไท ขาออก,13.7595297957199,100.53516822968,"สนง.เขตราชเทวี,สำนักงานเขตราชเทวี,โรงพยาบาลสถาบันโรคไตภูมิราชนครินทร์,แยกพญาไท,รพ.สถาบันโรคไตภูมิราชนครินทร์","Ratchathewi District Office,Bhumirajanakarin Kidney Institute,Phayathai intersection"
4891,สวนจตุจักร(ฝั่งวิภาวดี),Chatuchak Park (Viphavadi side),ถนน วิภาวดีรังสิต ,13.8142256324695,100.558727091444,"สวนจตุจักร (ฝั่งวิภาวดี),สวนวชิรเบญจทัศ (สวนรถไฟ)","Chatuchak Park (Viphavadi side),Vachirabenjatas Park (Rot Fai Park)"
4893,ตรงข้ามสำนักงานเขตจตุจักร,opposite samnak ngon khet chatuchak,ถนน วิภาวดีรังสิต ,13.828810716528,100.557460837441,"ตรงข้ามสำนักงานเขตจตุจักร , สำนักงนเขตจตุจักร ,","opposite samnak ngon khet chatuchak,"
4894,สถานีตำรวจนครบาลทุ่งสองห้อง,"Police station Talat ,Opposite Police Club",ถนน วิภาวดีรังสิต ,13.867617578691,100.571931193481,"สถานีตำรวจนครบาลทุ่งสองห้อง,สน.ทุ่งสองห้อง,ตรงข้ามสโมสรตำรวจ,","Police station Talat ,Opposite Police Club,"
4895,สำนักงานเขตดอนเมือง,Don Muang district office,ถนน วิภาวดีรังสิต ,13.9119976124501,100.596724127199,สำนักงานเขตดอนเมือง,Don Muang district office
4896,โรงเรียนสังคีต,rongrian sangkhit,ถนน วิภาวดีรังสิต ,13.9536959614302,100.620039294373,"โรงเรียนสังคีต,","rongrian sangkhit,"
4897,ดอนเมือง(คลังสินค้า),Donmueang (Cargo),ถนน วิภาวดีรังสิต ,13.9115127966148,100.596960910858,"(คลังสินค้า) ท่าอากาศยานดอนเมือง,(คลังสินค้า) สนามบินดอนเมือง","(Cargo) Donmueang Airport,(Cargo) Donmuang Airport"
4898,"ซอยบัวสุวรรณ,ธนาคารกรุงเทพ","soi bua suwan , thanakhan krungthep",ถนน วิภาวดีรังสิต ,13.8021324612056,100.560786615988,"ซอยบัวสุวรรณ ,ธนาคารกรุงเทพ,ธนาคารกรุงเทพ,","soi bua suwan , thanakhan krungthep,"
4899,"ซอยวิภาวดี 18,ตึกวรสิน",soi wiphawadi 18,ถนน วิภาวดีรังสิต ,13.7992932335765,100.56101960021,ซอยวิภาวดี 18 ตึกวรสิน,"soi wiphawadi 18,"
4900,"ซอยวิภาวดี 14,ก่อนถึงแยกสุทธิสาร",soi wiphawadi 14,ถนน วิภาวดีรังสิต ,13.7934286974387,100.561792443405,ซอยวิภาวดี 14 ก่อนถึงแยกสุทธิสาร,"soi wiphawadi 14,"
4901,โฮยา,ho ya,ถนน พหลโยธิน ,13.9981200154046,100.614562938064,"โฮยา,","ho ya,"
4902,ตรงข้ามบริษัทไทยบริสโตน,trongkham borisat thai bori saton,ถนน พหลโยธิน ,14.0003235942975,100.614660304588,"ตรงข้ามบริษัทไทยบริสโตน,","trongkham borisat thai bori saton,"
4903,สถานีขนส่งผู้โดยสารรังสิต,sathani khonsong phudoisan rang sit,ถนน พหลโยธิน ,14.0064186553586,100.614829410869,"สถานีขนส่งผู้โดยสารรังสิต,","sathani khonsong phudoisan rang sit,"
4904,ตรงข้ามโรงพยาบาลทหารผ่าศึก,Opposite the opposite Hospital veteran,ถนน วิภาวดีรังสิต ,13.7703309704901,100.551839934024,ตรงข้ามโรงพยาบาลทหารผ่าศึก,"Opposite the opposite Hospital veteran,"
4905,"ซอยประธานพร,ตรงข้ามโรงงานกษาปณ์","soi prathan phon , trongkham rongngan kasap",ถนน พหลโยธิน ,14.0096361285757,100.614959840651,"ซอยประธานพร, ตรงข้ามโรงงานกษาปณ์,","soi prathan phon , trongkham rongngan kasap,"
4906,ตรงข้ามบริษัทสามารถวิศวกรรมจำกัด,trongkham borisat samat wisawakam chamkat,ถนน พหลโยธิน ,14.0138936593096,100.615088586684,"ตรงข้ามบริษัทสามารถวิศวกรรมจำกัด,","trongkham borisat samat wisawakam chamkat,"
4908,สุวรรณภูมิ(ตรงข้ามเขตปลอดอากร),Suvarnabhumi ([Opp.] Free Zone),ถนน สุวรรณภูมิ 2,13.7142992467438,100.751848409782,,
4909,สุวรรณภูมิ(ฝ่ายครัวการบินไทย),Suvarnabhumi (Thai Catering),ถนน สุวรรณภูมิ 2,13.7120635118757,100.76056827129,"(ฝ่ายครัวการบินไทย) สนามบินสุวรรณภูมิ,(ฝ่ายครัวการบินไทย) ท่าอากาศยานสุวรรณภูมิ",(Thai Catering) Suvarnabhumi Airport
4910,สุวรรณภูมิ(สถานีดับเพลิง),Suvarnabhumi (Fire Station),ถนน สุวรรณภูมิ 2,13.7113964353443,100.763285349022,"(สถานีดับเพลิง) สนามบินสุวรรณภูมิ,(สถานีดับเพลิง) ท่าอากาศยานสุวรรณภูมิ",(Fire Station) Suvarnabhumi Airport
4911,"วัดอินทร์,แยกบางขุนพรม(มูลนิธิพัฒนาคนพิการไทย)","wat in , yaek bang khun phrom ( munnithi phatthana khon phikan thai )",ถนน พระราม 8,13.7600098798468,100.50726849855,"วัดอินทร์ , แยกบางขุนพรม(มูลนิธิพัฒนาคนพิการไทย)","wat in , yaek bang khun phrom ( munnithi phatthana khon phikan thai ),"
4912,แยกวิสุทธิกษัตริย์,yaek wi sutthi kasatri,,,,แยกวิสุทธิกษัตริย์,"yaek wi sutthi kasatri,"
4913,ป้ายแยกวิสุทธิกษัตริย์,pai yaek wi sutthi kasatri,ถนน พระราม 8,13.7613906482224,100.504833052765,ป้ายแยกวิสุทธิกษัตริย์,"pai yaek wi sutthi kasatri,"
4915,ป้ายโรงแรมตรัง,pai rongraem trang,ถนน พระราม 9,13.7630397439241,100.503859410892,ป้ายโรงแรมตรัง,"pai rongraem trang,"
4917,หมู่บ้านประชาชื่น,soi sa yan,ถนน สามัคคี,13.8812332449481,100.538983984361,หมู่บ้านประชาชื่น ถนนสามัคคี,"soi sa yan,"
4918,วิทยาลัยพยาบาลตำรวจ,Police Nursing College,ถนน อังรีดูนังต์ มุ่งหน้าพระราม 4,13.7430360188857,100.535578142912,"วิทยาลัยพยาบาลตำรวจ,สถาบันนิติเวชวิทยา","Police Nursing College,Institute of Forensic Medicine"
4919,สนามม้าปทุมวัน,sanam ma pathum wan,ถนน อังรีดูนังต์,13.7392035801745,100.535002539764,สนามม้าปทุมวัน,"sanam ma pathum wan,"
4920,โรงพยาบาลจุฬา,rongphayaban chula,ถนน อังรีดูนังต์,13.7324344907468,100.534010122429,โรงพยาบาลจุฬา,"rongphayaban chula,"
4921,ใต้ทางด่วน,tai thangduan,ถนน สามัคคี,13.8807801701846,100.54258082665,ใต้ทางด่วน,"tai thangduan,"
4922,อาคารอมตะตึกสีม่วง,akhan amata,ถนน วิภาวดีรังสิต ,13.7940015031718,100.561062844462,"อาคารอมตะตึกสีม่วง,อาคารกัลยาณี","akhan amata,"
4924,ตรงข้ามหมู่บ้านประชาชื่น,soi sa yan,ถนน สามัคคี,13.8811019078278,100.539007396543,ตรงข้ามหมู่บ้านประชาชื่น,"soi sa yan,"
4925,"ตรงข้ามสภากาชาด,ม.จุฬา",saowapha,ถนน อังรีดูนังต์,13.7316424059228,100.533677528511,"ตรงข้ามสภากาชาด, ม.จุฬา,เสาวภา,","saowapha,"
4926,มหาวิทยาลัยจุฬาลงกรณ์,mo chulalongkon,ถนน อังรีดูนังต์,13.7348419952971,100.534095953117,ม.จุฬาลงกรณ์,"mo chulalongkon,"
4927,โรงเรียนสาธิตมหาวิทยาลัยศรีนครินทรวิโรฒปทุมวัน,Patumwan Demonstration School,ถนน อังรีดูนังต์,13.7393252047281,100.534699693266,"โรงเรียนสาธิตมหาวิทยาลัยศรีนครินทรวิโรฒ ปทุมวัน,โรงเรียนเตียมอุดม,","Patumwan Demonstration School,"
4928,จุฬาลงกรณ์(สัตวแพทย์/ทันตแพทย์),Chulalongkorn (VET. / DENT.),ถนน อังรีดูนังต์ มุ่งหน้าเฉลิมเผ่า,13.7417297397428,100.5350871861,"จุฬาลงกรณ์ (สัตวแพทย์ / ทันตแพทย์),จุฬาลงกรณ์มหาวิทยาลัย (คณะสัตวแพทยศาสตร์),จุฬาลงกรณ์มหาวิทยาลัย (คณะทันตแพทยศาสตร์)","Chulalongkorn (VET. / DENT.),Chulalongkorn University (Faculty of Veterinary Medicine),Chulalongkorn University (Faculty of Dentistry)"
4930,แยกเฉลิมเผ่า,Chaloem Phao Junction,ถนน อังรีดูนังต์ มุ่งหน้าเฉลิมเผ่า,13.7447757057481,100.535573670256,แยกเฉลิมเผ่า,Chaloem Phao Junction
4931,โรงเรียนโยธินบูรณะ,rongrian yothin burana,ถนน สามเสน,13.7959703157929,100.520153964206,ป้ายโรงเรียนโยธินบูรณะ,"rongrian yothin burana,"
4934,ตรงข้ามกรมยุทธทหาร,trongkham krom yut thahan,ถนน กรุงเทพ-นนทบุรี,13.8272985148025,100.529525468956,ตรงข้ามกรมยุทธทหาร,"trongkham krom yut thahan,"
4935,สะพานพุทธ,Saphan Phut,ถนน สะพานพุทธ,13.7406353744586,100.498767072952,"สะพานพุทธ,Saphan Phut","Saphan Phut,"
4937,ตรงข้ามมิตรแท้ประกันภัย,trongkham mit thae prakanphai,ถนน สี่พระยา,13.7314964952687,100.523254464279,ตรงข้ามมิตรแท้ประกันภัย,"trongkham mit thae prakanphai,"
4938,ก่อนถึงแยกสามย่าน,thanon sap,ถนน สี่พระยา,13.732074926257,100.526532123695,ก่อนถึงแยกสามย่าน,"thanon sap,"
4939,โรงเรียนวิชูทิศ,Wichutit School,ถนน ประชาสงเคราะห์ มุ่งหน้าห้วยขวาง,13.7672205980505,100.557554029235,"โรงเรียนวิชูทิศ,รร.วิชูทิศ,โรงเรียนสามัคคีบำรุงวิทยา,รร.สามัคคีบำรุงวิทยา","Wichutit School,Samakee Bamrung Wittaya School"
4940,โรงเรียนพร้อมพรรณ,Prompan School,ถนน ประชาสงเคราะห์ มุ่งหน้าห้วยขวาง,13.770145556704,100.559485432676,พร้อมพรรณ,Prompan
4942,ตรงข้ามโรงเรียนอำนวย,Enemy Amnuayvid Sxhool ,ถนน ประชาสงเคราะห์ ,13.7754297650072,100.565869197561,"ตรงข้ามโรงเรียนอำนวย,โรงรับจำนำ","Enemy Amnuayvid Sxhool ,"
4943,ตรงข้ามตลาดสดห้วยขวาง,trongkham talatsot huai khwang,ถนน ประชาสงเคราะห์ ,13.7784146562326,100.569306869279,ตรงข้ามตลาดสดห้วยขวาง,"trongkham talatsot huai khwang,"
4944,ท่าปล่อยรถสาย3654204(รฟม.),Bus Terminal 36 54 204 (MRT),ถนน เทียมร่วมมิตร,13.764277209367,100.577810595642,ท่าปล่อยรถสาย 36 54 204 (รฟม.),Bus Terminal 36 54 204 (MRT)
